原來趙雲啊，佢正喺度飲緊酒，忽然▁見▁到人馬出動就急急入去裏頭睇下啦。	gin3	V
涇縣嘅▁城▁頭又係好矮嘅。	sing4	N
但係佢仲有啲猶猶疑疑就未▁曾▁最後決定。	cang4	D
馬騰、韓遂大獲全勝，就直逼到隘口，▁扎▁落營寨，然後將李蒙斬首號令。	zaat3	V
王粲▁嘅▁容貌瘦弱，身材矮細。	ge3	N
朕若果饒恕你哋呀，朕到咗九泉之▁下▁，仲有咩面目見關公呀？	haa6	N
張遼話喇：哼哼，實係吳兵嚟做外▁應▁喇，我哋將計就計破佢！	jing1	N
噉曹操走甩咗，喺路上就遇到佢個部▁下▁軍官將領，收集返啲殘兵敗卒。	haa6	N
等到孫策扯喇，行出間玉清▁觀▁嘅時候，又見于吉迎面行入門口。	gun1	N
於係劉備就宣布討伐東吳嘅部署，▁佢▁命令：	keoi5	I
董承睇完，唉呀，涕淚交流，▁成▁晚都瞓唔着啊！	sing4	N
而家，呂布就要失敗㗎▁喇▁，一有機會你就辦妥佢啦。	laa3	T
如果我哋而家將江夏、長沙、桂陽呢三個郡還畀東吳，再派一個口才好嘅人，去同佢哋講明利▁害▁，使到東吳起兵去襲擊合肥，一牽制住佢，曹操就必定要帶兵返去南方㗎喇。	hoi6	N
龐德咪▁死▁追啦。	sei2	V
誒長史、掾史啊，都係丞▁相▁嘅主要助理官員咯。	soeng3	N
曹操▁冇▁出聲。	mou5	D
喺呢處呢就唔怕▁囉▁嗦講多幾句吓。	lo1	V
但係田疇流起眼淚上▁嚟▁話：	lai4	I
劉備問啲兵士，你哋趙將軍點▁樣▁打㗎噉。	joeng2	V
唉好似噉樣推嚟推去，未▁免▁會累及老兄你㗎嘞噃。	min5	D
所以老百姓見到荊州軍嚟到呀，都係▁扶▁老攜幼拖男帶女，企滿晒喺路邊歡迎，焚香禮拜。	fu4	D
曹操騎馬喺高頂望見孫權被困唄，哈得法喇，急忙命令許褚衝▁殺▁入去，將孫權嘅隊伍衝開兩橛，使到佢哋頭尾不能呼應。	saat3	V
趙雲叫人將佢哋兩個紮起嚟，然後▁捉▁佢哋手下啲人嚟審問，果然係詐降。	zuk1	V
只係叫一名末將淳于丹出嚟▁話▁：我畀四千兵你，派你去攻佔江南岸第四營。	waa6	N
若果唔接受我哋嘅文件，我一▁反▁起面嚟就連佢八十一州都搶埋㗎。	faan2	V
詐作打輸畀佢，一路引佢追到去第處，用精兵截▁斷▁佢嘅歸路，喺呢個時候去說佢就啱喇。	tyun5	V
一問，咁多將領都到齊▁嘞▁，獨獨唔見咗文聘。	laa3	T
請許公你返去，代我▁稟▁覆丞相。	ban2	V
劉備就問孔明有咩好▁計▁呀噉。	gai2	N
唉靠我哋呢處山城嘅兵力，點打得▁過▁人哋兩家強敵啊？	gwo3	V
哈哈哈哈，于▁禁▁呢趟實畀我捉住喇。	gam3	N
嗰次我以糧草先行，係引誘敵▁人▁嘅計策。	jan4	N
張郃走咗一陣，又撞着雷銅突然喺前面帶兵殺出嚟截住，▁噉▁啊兩頭夾攻打到張郃大敗。	gam2	V
終歸呢，袁術收拾啲殘軍敗▁卒▁，就走返去淮南。	zeot1	N
行咗幾里路，突然見到有個人▁啊▁喺前面柏樹旁邊一條小路行緊過嚟。	aa3	T
過咗冇幾耐，曹操派韓嵩返▁去▁荊州佢去說服劉表嚟投降。	heoi3	V
佢仲有種▁種▁特殊優待添嘅噃。	zung2	N
陛下乃係漢朝皇叔，今日，漢▁朝▁嘅帝位已經畀曹丕篡奪。	ciu4	N
可惜當日啲火▁唔▁夠大，冇燒死你呢個害國奸賊！	m4	D
佢傳令落去，話今晚二▁更▁去劫寨，叫大家作好準備噉。	gaang1	N
亦都係開始嗰陣時我哋講過啊當▁日▁董卓噉嘞。	jat6	N
張公，你仲欺負丞▁相▁冇才？	soeng3	D
嚴輿話：無他嘅，想同▁將▁軍你平分江東唧。	zoeng1	N
噉究竟曹操點先走甩身▁呢▁？下次先至講啊。	ne1	T
劉焉一聽就歡喜到不得了，即▁刻▁就認起親戚上嚟，叫劉備做乖侄。	hak1	D
黃忠出馬同李嚴大戰咗四五十個回合，▁不▁分勝敗。	bat1	D
▁有▁！	jau5	V
魯肅啊見到周瑜得咗急病，個心啊▁非▁常之愁悶，就走去搵孔明，將件事講畀孔明知。	fei1	D
哦，兄長有噉▁嘅▁決心，乃係國家之大幸啊！	ge3	N
將啲精兵呀藏晒喺啲船艙裏便，▁捉▁住晒啲守台士卒，所以就冇點着烽火喇。	zuk1	V
你罪惡滔天，人人都想殺死你嘅。我宜得▁將▁你五馬分屍，噉天下就安樂咯！	zoeng1	P
如果你有壞心呢，就一定▁會▁有惡報㗎。	wui5	D
到咗中▁平▁元年，就係公元一八四年。	ping4	N
噉啊到咗出兵嗰日▁啊▁，當時係建安三年，即係公元一九八年嘅四月。	aa3	T
我已經委派咗治中潘濬喺度助陣▁把▁守嘞，仲有咩嘢擔心呢？	baa2	V
明公你派個使者去徐州，對佢加官進爵，賞賜多▁啲▁嘢過佢，叫佢同劉玄德講和。	di1	T
曹操叫人將黃奎同馬騰父▁子▁，一齊綁嚟見佢。	zi2	N
噉啊究竟劉備走唔走得▁甩▁，撇唔撇得開曹操呢？	lat1	V
佢嘅軍隊初初嚟▁到▁嘅時候，紀律非常之嚴明。	dou3	P
于禁話喇：魏王告誡過我哋話關公智勇雙全，▁佢▁雖然中咗箭啊，就怕佢有乜嘢詭計啊，所以就打鑼收兵，叫將軍你回營啫。	keoi5	I
魯肅呀噉先至▁醒▁悟過嚟啊。	sing2	V
佢手下一員健將叫做呂公，應▁聲▁而出佢話願意去噉。	sing1	V
張飛高高興興接受咗孔明嘅意▁見▁，騎上烏騅馬出發。	gin3	N
而家我軍前後受敵，▁噉▁，如之奈何啊？	gam2	V
點解▁呢▁？	ne1	T
而家講下關興，佢行咗冇▁幾▁遠就聽見前面人叫馬嘶。	gei2	N
以明公咁強大嘅兵力，打佢呢一支疲乏嘅軍▁隊▁，直情好似秋風掃落葉一樣啦。	deoi2	N
誒將長沙、零陵、桂陽▁三▁個郡還畀佢喇。	saam1	N
係邊個呢？徐▁盛▁啊。	sing6	N
夫人，你認▁唔▁認得我啊？	m4	D
個隱士話喇：呢處嘅蠻洞好多毒蛇▁毒▁蟲，更兼啲柳花飄咗落去溪水泉水裏便，啲水唔飲得㗎。	duk6	N
第日，吳國太、喬國老呀最先嚟▁到▁甘露寺嘅方丈。	dou3	V
孫策挾住於▁糜▁，撥馬回陣啦。	mei4	N
打到廿零個回▁合▁，馬超突然撥轉馬頭就走噃。	hap6	N
以前我喺居巢帶兵嘅時候，有一次▁率▁領幾百人經過臨淮。	seot1	V
曹操就話喇：我，我，我實死喺呢▁處▁㗎喇，賢弟，你快啲走啦！	syu3	N
點知道佢兩個受落咗之後，轉過便就直情▁帶▁埋個印去稟告畀曹操聽。	daai3	V
丞相，江陵乃係荊襄▁重▁地，錢糧極多。	zung6	V
主公，呢如此如此啦，▁噉▁就得㗎喇。	gam2	V
請皇上寫一封詔書，暗中派人送▁去▁東吳、西川，約佢哋起兵，討伐曹賊，拯救主上吖。	heoi3	V
皇叔，張別駕上次對你所講過▁嘅▁事，你仲有意思冇啊？	ge3	N
好喇，商量妥喇，▁到▁咗半夜，就按照計劃行動嘞喎。	dou3	P
不過噉噃，你諸葛亮雖然係父輩啫，畢竟人哋係皇帝你係個臣子▁嚟▁咋喎，故此說話就唔能夠啊用教訓嘅口吻。	lai4	I
有一日，佢哋兩個人秘密噉商量話：曹操嗰個奸賊越▁嚟▁越壞，睇個樣呀將來必定會謀朝篡位嘅。	lai4	D
金禕嘅老婆隔住道門就問喇，▁王▁必嗰個傢伙殺咗未啊噉。	wong4	N
嗱，因為張飛啊喝退咗曹軍之後▁啊▁，又拆咗埲長坂橋。	aa3	T
佢話：目前我哋錢糧缺少，之洛陽嘅有錢人▁家▁極多，將佢哋嘅家財沒收入庫就啱㗎喇。	gaa1	N
呢條路嘅一帶呀，啲水唔飲得㗎，人馬都▁難▁行，而且呢處呀仲有四個毒泉添嘅噃。	naan4	V
董卓就問：你嚟▁有▁咩事啊？	jau5	V
噉樣，劉備必定要喺▁兩▁川發兵返嚟救荊州。	loeng5	N
大公子，當初孫策死嘅時候，襄陽▁有▁冇派過人嚟吊喪呢？	jau5	V
呢一日，張▁任▁叫張翼同劉璝守城。	jam6	N
打呢？定係投降呢？一時間都決定▁唔▁落啊，搞到食飯瞓覺都唔安樂。	m4	D
唔緊要，我聽日自然▁有▁制服蠻兵嘅辦法㗎喇。	jau5	V
夏侯楙別字子休，佢▁為▁人呀性情非常急躁吖又最孤寒喎。	wai4	P
我已經揸定主意，除咗劉豫州之外，再冇第個人能夠同我▁合▁作去對付曹操㗎喇。	hap6	V
劉備立即召佢▁哋▁入嚟問有咩事。	dei6	I
袁紹睇完封信▁當▁堂發火。	dong1	D
噉啊收尾啲人呢，亦都將▁呢▁八個大字啊，刻埋喺碑上便。	ne1	T
好彩其他啲官▁員▁求情噉先至免罪。	jyun4	N
京城裏頭官又好百姓又▁好▁見到㗎冇個唔流眼淚呀。	hou2	V
從此之後啊，董卓就更加驕▁橫▁跋扈嘞，自己稱自己做尚父噃。	waang4	V
唉，朕每次見到佢嘅時候，▁背▁脊真係好似畀針㓤噉㗎。	bui3	N
射傷手臂嘅箭頭有毒▁呀▁，係烏頭藥，毒已經深入到骨頭喇。	aa3	T
曹操命令將部隊埋伏喺▁甬▁道兩便，引韓遂佢哋嚟。	jung2	N
請陛下派臣作為前鋒，陛下就喺後陣，噉樣▁嘅▁安排就萬無一失嘞。	ge3	D
大家開懷暢飲，▁盡▁歡而散。	zeon6	V
噉於是曹丕就叫人用隻▁大▁笠，裝住好多布匹運入住宅。	daai6	N
我嘅仔冇才能，恐怕，▁唔▁能夠繼承我嘅基業。	m4	D
曹操睇下，原▁來▁係徐晃部下嘅將官史渙。	loi4	D
噉雍闓部下▁嘅▁軍兵啊全部投降高定。	ge3	I
孫夫人嬲嘞：吓？我阿哥既然唔將我當做▁親▁骨肉，我亦唔想再見佢喇，今日嘅事，等我嚟解決佢。	can1	N
劉備唔勉強▁趙▁雲嘞。	ziu6	N
主公你如果抵抗佢，就其名▁不▁順，講唔過去嘅。	bat1	D
我慢慢行嚟氹佢，然後暗中埋▁伏▁定人馬嚟打佢。	fuk6	V
嗰班兵士嘩走啊！▁噉▁就搏命咁趯。	gam2	V
喺呢六年裏便啊曹操掃平咗▁北▁方，佢嘅事業有好大嘅發展。	bak1	N
魏延呢，佢同文聘喺▁度▁大戰，由巳時打到未時。	dou6	N
我睇呢七路兵馬就好似七堆爛草▁啊▁，何足介意呢？	aa3	T
張飛都未講完啊，曹操身邊有個軍官叫做夏侯傑，已經嚇▁到▁呀膽都破咗，喺馬背打倒椗舂咗落地當堂嗚呼哀哉。	dou3	V
噉啊▁四▁個人恭恭敬敬跪低叩頭行禮。	sei3	N
既然關將軍鍾意，老夫就將▁呢▁匹馬送畀你呢，點啊？	ne1	T
第十三鎮：西▁涼▁太守馬騰。	loeng4	N
而家，又封咗呂曠、呂翔做侯爵，將佢哋帶埋喺軍隊裏頭，▁呢▁啲亦不過係做嚟籠絡河北人心嘅啫。	ni1	T
點知沊沊沊沊沊沊沊沊沊，鼓聲▁大▁震，郭汜啲兵馬已經撤退嘞。	daai6	V
原來呢處啲人啊，射箭▁好▁叻嘅，一張弩，可以一齊射出十支箭嘅喎。	hou2	V
唔通想等天公▁去▁殺退蜀兵咩？	heoi3	D
我就係要▁打▁死你！	daa2	V
劉備知道呢一支就係曹操軍隊，就同孫乾一直去到中軍▁嘅▁大旗之下，搵到曹操見咗面喇，行過禮。	ge3	UNK
於是呢，就任命劉備做別部司馬，鎮▁守▁平原縣做縣官。	sau2	V
講完，呼噉一陣風就唔見咗人嘞噃，▁噉▁呢個玉璽呢又歸返秦始皇嘞。	gam2	V
而家我之所以奮不顧身，親冒▁矢▁石嚟到決一死戰，為咩嘢呢？	ci2	N
呂布表示願意投降，就幫助曹▁操▁平定天下。	cou1	N
孫權對佢十分敬重啊，同魯肅談論起天下▁大▁事呀，談足一日咁長都唔覺得攰㗎。	daai6	N
噉啊合晒董昭嘅說話啊，▁將▁來，將來曹公你一定興旺發達㗎！	zoeng1	N
一左一右就企住兩排刀斧手，文官武將就喺▁兩▁便肅立聽候命令。	loeng5	N
噉商量妥當之後，劉▁表▁就告辭返去新野。	biu2	N
呢班係文官，好▁有▁計謀嘅。	jau5	V
甘寧話：▁噉▁就快啲講。	gam2	V
哈，喺路上啊撞見個道人，▁着▁件青色嘅道袍，戴一頂白頭巾，揸住條長竹竿。	zoek6	UNK
何況，曹操素來都想打荊襄嘅主意嘅，所以我哋仲係喺▁度▁養精蓄銳，守住自己嘅地方好。	dou6	D
如果我哋由東南角嗰便生門攻擊入去，一直向住正西景門▁殺▁返出嚟，噉佢呢個陣就必定亂㗎喇。	saat3	V
而劉豫州呢，不識天時，仲▁夾▁硬要同佢嚟爭。	gaap3	N
你嘅意見係啱嘅，▁噉▁，派邊個做使者好呢？	gam2	V
好快趣，趙雲就深入▁魏▁軍陣地喇。	ngai6	N
泠苞知道漢軍▁有▁準備，急急回軍。	jau5	V
於是孔明嘅大軍就▁佔▁領咗銀坑洞。	zim3	V
主公，你講畀國太▁聽▁。	teng1	V
曹操率領▁大▁軍嚟到之後，佢直逼潼關。	daai6	N
鄂煥話：孔明係個好人呀，反▁佢▁係冇好結果嘅。	keoi5	N
佢想等，有個人▁唔▁願等啊，邊個啊？張飛。	m4	D
正喺度睇緊傾緊，忽然間，只▁見▁一道金光喺地下一閃而起。	gin3	V
第日，劉禪登殿早朝，所▁有▁文武官員都排班侍候。	jau5	N
係！小弟會做㗎▁喇▁，請嫂嫂放心。	laa3	D
好▁啊▁！	aa3	T
佢召集▁啲▁官員嚟，商量對策。	di1	UNK
另外呢，又派李典、樂進，會同張燕一▁齊▁呀去並州攻打高幹。	cai4	D
又殺牛劏馬，舉行盛大嘅▁勞▁軍盛會，同時又開倉賑濟百姓。	lou6	N
冇錯，我雖然係景帝嘅孫，▁不▁過對民眾仲未有咩嘢恩澤噃。	bat1	C
調外兵嚟京師，係何進嘅陰謀嚟▁㗎▁，我哋要先下手為強。	gaa3	I
劉備就話喇：我自細就行軍打仗小路行得多，軍師你由▁大▁路去打東門，等我去打西門罷啦。	daai6	N
夏侯惇▁唔▁夠呂布打，就飛馬回陣。	m4	D
關公掀起件綠戰袍，哦，原來曹操送▁畀▁佢嗰件新嘅，着住喺底嚟。	bei2	N
伍瓊亦都話：袁紹呢個人諗頭就多，但係冇決▁斷▁，不足為慮嘅。	dyun6	N
張飛啊嬲呂布，唔肯跟埋▁去▁，就護送兩個阿嫂去小沛先。	heoi3	V
程普見到形勢急轉直下，▁極▁之不利嘞，急急下令鳴金收兵。	gik6	D
嘩兩軍混戰起嚟▁呀▁，從辰時打到午時。	aa3	I
華雄嗰啲士兵喺月色之下，遠遠見到大紅頭巾，就四周圍氹氹𡃈噉圍實，之唔敢行▁近▁去喎，就用箭嚟射，哈哈，噉先至發現原來係中咗計，就行埋去攞咗條頭巾。	gan6	D
曹操唔追▁佢▁，立即回軍圍攻冀州。	keoi5	I
啊，先生你真係摸▁清▁晒魏王嘅心事啊！	cing1	V
關公勒緊馬韁唔逳，呢個使者攞出一件公▁文▁對夏侯惇話：	man4	N
侍御史張紘勸佢話喇：丞相，趁住人家有▁喪▁事去打佢，即使係取勝，亦係不合道理嘅。	song1	N
呢次就夏侯存、翟元一齊出嚟▁迎▁敵，哈荊州兵又敗噃，噉啊曹軍又追殺二十幾里啦。	jing6	V
關公喺城上對▁佢▁話：	keoi5	I
隨即騎上逍遙馬，帶住寶▁雕▁弓、金鈚箭，擺架出城嘞。	diu1	N
公孫瓚得到封信，見話袁紹約佢共同去攻打冀州，▁打▁贏咗就平分冀州嘅土地噉，就好歡喜嘞喎。即日就起兵。	daa2	V
南門外便有十幾個人騎住馬飛咁快▁跑▁緊嚟呀，唔知係咩人呢？	paau2	V
噉當時呢，劉備就已經▁帶▁兵出發嘞。	daai3	V
糜竺話：等我▁去▁啦。	heoi3	V
佢搏命殺退咗▁魏▁延，保護住曹操向前行。	ngai6	N
佢當時聽聞關公就嚟▁要▁到，就諗咗條計仔。	jiu3	D
又比如先朝昌邑王吖，佢登位先至廿七▁日▁，但係所做個壞事就達到三千幾件，因此大將軍霍光就稟告太廟廢咗佢。	jat6	N
冇幾耐，夏侯惇、▁許▁褚、李典、樂進都到齊嘞。	heoi2	N
蔡夫人親自同埋劉▁琮▁去襄陽坐鎮，就嚟到防禦劉琦、劉備。	cung4	N
由辰時到未時，即係由上午七點零鐘到下午一點幾鐘，▁啲▁人馬漸漸冇力喇。	di1	I
第十六鎮：烏程侯▁長▁沙太守孫堅。	coeng4	N
如果主公一味噉避嫌疑，死守住君臣之義唔肯即位做皇帝，噉就會▁令▁到大家好失望㗎喇。	ling6	V
孫堅死嘅時候，▁只▁係三十七歲啫。	zi2	D
嘿，乜▁噉▁講都得嘅？	gam2	D
總之呢，曹操喺立繼承人▁嘅▁問題上就好躊躇嘅。	ge3	I
你寫封信畀劉璋，話，而家曹▁操▁攻打孫權，孫權啊向荊州求救。	cou1	N
孫策係個孝順仔，唔敢違抗佢母親嘅命▁令▁，唯有勉強坐轎去玉清觀。	ling6	V
嗰個先生又唔喺屋▁企▁，豈唔係白行一趟！	kei2	N
耿紀大聲噉嗌：曹阿瞞！我在生嘅時候▁殺▁你唔到，我死咗都要做隻惡鬼嚟殺你啊！	saat3	V
下便就應話係曹丞相派嚟▁嘅▁張文遠嘅人馬噉。	ge3	I
行軍校尉尚弘就用白絹包住皇帝同皇后，叫啲人好聲啲▁髧▁咗皇帝落去，噉啊上咗船先嘞。	daam6	UNK
曹操喺門旗之下▁勒▁馬企定。	lak6	V
噉陳登返到徐州就去見呂布▁嘞▁喎，呂布問佢結果點啊噉。	laa3	T
跟住，啦轟！電閃雷鳴啪啪聲，即刻就▁大▁雨傾盆，誒呀！倒水咁倒。	daai6	N
曹操剛剛行落咗巡船▁呀▁，嗰隻大船已經燒着喇！	aa3	T
周瑜話：心口同個肚都覺得絞痛，仲▁暈▁過幾次添。	wan4	V
董卓一睇，原來呢個▁人▁啊係荊州刺史丁原。	jan4	N
封張允做助順▁侯▁、水軍副都督。	hau4	N
係喇，陸遜呢個書生做大將▁啊▁，噉係好難做嘅。	aa3	T
劉備噉就畀咗▁三▁千兵過佢。	saam1	N
嗰班賊兵驚晒，連牛都唔敢要就走咗嘞，哈▁哈▁，所以我哋保住呢一帶都冇事啊。	haa1	D
有一日，忽然得到報告話，河內太▁守▁張楊想出兵嚟救呂布，畀佢個部下楊醜殺咗。	sau2	N
喺山上呢，就起咗唔少宮殿樓▁台▁，呢個就係蠻王嘅老巢喇。	toi4	N
孫權講到咁▁絕▁，魯肅冇辦法。	zyut6	V
請先生，看在天下受苦受難嘅老▁百▁姓份上，開啟我嘅愚昧，教導下我啦！	baak3	N
追咗唔夠幾▁步▁，已經追上嚟。	bou6	N
你心懷妒忌，用藥酒嚟毒▁死▁王美人。	sei2	V
我一齊同你斬斷埋▁佢▁，等你發誓啦！	keoi5	T
阿爹你點▁知▁㗎？	zi1	V
佢係長期以來喺曹操手下做事，▁立▁過唔少功績㗎嘞。	laap6	V
▁當▁得起！	dong1	V
第日，營寨裏頭就三三兩▁兩▁，交頭接耳講到含含聲嘞噃講咩呢？	loeng5	D
曹操左睇右睇，▁睇▁咗好耐。	tai2	D
佢哋用啲車啊，連連埋埋一▁齊▁，圍到鐵桶咁實，就衝唔入嘅。	cai4	D
噉其餘啲人就更▁加▁唔敢上嚟嘞。	gaa1	D
曹丕唔係點信。喺呢個時候，佢咁啱接到報告話劉封帶咗五▁萬▁兵嚟打襄陽，單單去孟達挑戰噉。	maan6	N
噉呢個荊州何時何日，▁先▁至得佢還畀東吳呢？	sin1	D
你肯嚟，我實成功咯。子遠，▁請▁你指教我點樣先至能夠擊敗袁紹啊。	ceng2	V
郭汜捱咗呢一鑊，火滾喇佢話：豈有此理！我同李傕你一齊▁嚟▁圖謀大事，你而家竟然無端端要嚟謀害我？	lai4	I
你唔使瞞我喇，我▁知▁道晒喇。	zi1	V
就係嬲自己失身於賊黨，▁唔▁能夠追隨關將軍唧。	m4	D
黃祖嘅部隊咪一味咁射箭係啦，射咗三▁日▁就乜嘢都射清光啦，嘻，好喇呢勻。	jat6	N
呢件事大喇，劉禪啊帶▁齊▁一班大臣去稟奏畀皇太後知。	cai4	V
吳太夫人一見到個孫策，唉，陰公咯！▁只▁見佢呀形容憔悴，眼核深深面色又青又白。	zi2	D
哎呀先生啊，我如果得到呢一卷書，我就唔當呢份▁差▁，以後，要醫治天下嘅病人，嚟傳播先生你嘅功德啊。	caa1	N
孤王唔係唔知道啊，▁無▁奈眼前冇一個人頂替得佢呢！	mou4	D
曹操問啲人混邊▁條▁路逃跑好啊噉。	tiu4	N
冇修吖，諸葛瑾就▁唯▁有再去求見劉備。	wai4	D
倘若阿爹有咩三長兩短，▁噉▁就反而辜負咗伯父嘅重託咯。	gam2	V
呂布話：送個女去先都得，▁不▁過點樣送去呢？	bat1	C
我哋仲係一便派人去成都向主公告急，一便▁諗▁條計嚟打佢至得啊。	nam2	N
嗯！我，子子孫孫，都感激▁丞▁相再生之德，點會唔服呢？	sing4	N
於是關雲長叫人將佢▁哋▁兩個啊，各打四十軍棍。	dei6	I
噉啊嗰位西涼太守馬騰▁啊▁，佢見到劉備已經去咗。	aa3	T
呢一日，只聽▁見▁山前打鑼打鼓震天動地。	gin3	V
行到半路，只見一彪軍馬忽然間▁嚟▁到，一睇，原來係高順同張遼。	lai4	I
侯成又喊起▁上▁嚟話：	soeng5	N
貂蟬即刻跪喺度話：▁唔▁係啊老爺，賤妾點敢有咩私情呢？	m4	D
誒，但係奇怪▁喎▁，喺辰時，即係上午八點鐘度，就開始擂鼓。	wo3	V
兩位夫人就將關雲長嘅事呀，▁詳▁詳細細噉講晒畀劉玄德知，哎，劉玄德啊好感激關公。	coeng4	V
攞個人頭去曹丞相處獻功，▁吖▁你話佢幾壞呢。	aa1	UNK
點知丞相反而懷疑錯咗我，以為我想作▁反▁，就派你哋兩位將軍帶兵前嚟問罪。	faan2	V
佢又派咗個間諜去孔明▁嘅▁營寨裏頭探聽虛實。	ge3	I
袁術嘅部將李豐挺槍嚟迎戰啦，打咗都▁唔▁到三個回合，畀呂布㓤傷咗隻手，喂呀，連支槍都掉低就走。	m4	D
孫策發火咯，▁正▁話想上前交戰，太史慈早就飛馬出去。	zing3	N
玉璽乃係朝廷之寶噃，你既然執到嘞，就應該當住▁大▁家面，將佢交畀盟主保存。	daai6	N
嘿嘿啲人都笑▁啦▁，唔信喎。	laa1	T
不過噉，我哋如果打▁贏▁咗，你亦要輸個人頭畀我哋嗰喎。	jeng4	V
有啲呢就託個使者帶封書信去▁嘅▁有啲係託佢搭個口信嘅。	ge3	D
